BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,FULL_PAYMENT
126,319,0,319,0,0,6,2700,513,163,12,0
23,238,0,238,0,0,3,3000,539,131,12,1
1156,142,12,130,178,1,5,1200,430,523,12,0
680,380,0,380,0,0,5,2500,443,249,12,0
2584,667,215,453,389,6,12,6000,573,884,11,0
2,167,0,167,0,0,1,6000,331,20,12,0
208,1659,1341,318,0,0,36,5000,1297,183,12,0
165,0,0,0,146,1,0,1200,1055,19,6,0
38,369,0,369,0,0,6,3000,418,110,12,0
5,234,0,234,0,0,6,1500,304,20,8,0
266,3148,2416,733,0,0,63,4000,3140,192,12,1
904,158,90,68,0,0,5,900,359,437,12,0
3,303,303,0,0,0,12,3000,288,41,12,0
16,195,0,195,0,0,9,2000,283,145,12,1
832,750,588,162,477,7,13,1200,216,171,8,0
264,1944,700,1244,819,2,10,2700,2628,79,12,0
2,74,0,74,0,0,2,6000,68,29,12,0
2666,0,0,0,2704,2,0,3000,593,808,12,0
975,952,445,507,0,0,26,4000,1452,299,12,0
7,84,0,84,0,0,5,4000,172,100,12,0
55,0,0,0,207,4,0,3000,277,161,12,0
1187,0,0,0,1497,4,0,1500,1779,301,12,0
991,844,844,0,0,0,6,3000,530,228,12,0
1487,3670,2604,1067,371,4,82,4000,1099,912,12,0
918,0,0,0,870,6,0,1200,881,1938,12,0
1380,665,0,665,1106,4,11,2500,401,331,12,0
45,583,0,583,0,0,12,3000,854,149,12,1
826,1025,0,1025,0,0,39,1200,746,179,12,0
1664,863,863,0,0,0,5,1900,988,893,12,0
1471,221,0,221,401,7,12,3000,783,393,12,0
887,4349,4026,323,0,0,31,3000,4388,237,12,0
582,125,125,0,0,0,2,600,313,515,12,0
23,252,0,252,0,0,7,2500,430,151,12,1
12,182,0,182,0,0,8,5000,150,119,12,1
5578,5245,2090,3155,0,0,70,12500,2824,1749,12,0
241,335,99,236,0,0,10,1000,662,144,12,0
312,2783,2007,776,0,0,32,2000,2924,136,9,1
55,283,0,283,0,0,6,1000,213,86,6,1
33,219,0,219,0,0,12,5000,199,156,12,0
1536,4259,3122,1137,0,0,30,5000,2660,437,12,0
15,384,0,384,0,0,12,1500,569,54,12,0
316,0,0,0,2966,5,0,3000,7842,232,12,1
29,89,89,0,0,0,2,1500,167,150,12,0
613,0,0,0,57,2,0,700,241,255,12,0
9025,0,0,0,2750,2,0,9000,302,61032,12,0
3741,0,0,0,3011,5,0,10000,6039,1356,12,0
153,1410,695,715,0,0,29,2500,1202,170,12,0
6,0,0,0,19,1,0,500,46,99,12,0
93,773,773,0,0,0,9,1200,851,104,10,1
70,1176,0,1176,0,0,10,2000,1410,168,12,1
1433,605,178,426,0,0,17,1400,611,902,12,0
23,248,111,137,0,0,7,1200,111,74,12,0
173,55,0,55,0,0,4,1500,191,310,12,0
22,109,35,74,0,0,9,4000,126,123,12,0
11,141,0,141,0,0,7,5000,94,89,12,0
1277,534,214,320,607,5,21,1500,1404,324,12,0
1232,0,0,0,369,2,0,1700,300,253,12,0
78,865,0,865,0,0,46,5000,1255,206,12,0
37,133,0,133,0,0,1,2500,937,281,12,1
7,81,0,81,0,0,3,4000,157,86,12,1
28,234,0,234,0,0,12,2500,109,94,12,0
214,1987,0,1987,0,0,6,700,2187,1924,12,0
228,2160,598,1562,0,0,46,3000,2161,195,12,1
22,170,0,170,0,0,9,2500,181,99,12,0
417,4266,2214,2052,0,0,67,4000,3822,189,12,0
10,458,458,0,0,0,2,3000,642,,12,0
815,2372,0,2372,0,0,12,2000,1741,198,12,0
338,64,0,64,0,0,7,2000,422,188,12,0
2388,0,0,0,7529,15,0,7000,1593,703,12,0
2225,211,211,0,4015,19,4,3000,3615,592,12,0
1162,265,155,110,1216,7,7,1500,293,378,11,0
42,588,0,588,0,0,12,2500,611,164,12,1
211,0,0,0,892,5,0,1000,547,177,12,0
1653,100,100,0,2032,13,1,2000,576,433,11,0
4409,506,112,393,1602,5,12,5000,1211,1191,12,0
159,779,779,0,0,0,7,1200,812,131,10,0
50,340,0,340,0,0,6,1200,76,165,12,0
622,0,0,0,5018,6,0,2000,3406,172,12,0
8,90,0,90,0,0,5,4000,133,102,12,0
232,190,190,0,109,2,1,1200,120,129,9,0
519,264,264,0,0,0,3,5000,236,204,12,0
1098,0,0,0,1298,4,0,1200,1491,331,12,0
804,0,0,0,267,1,0,2500,226,280,12,0
142,540,520,20,0,0,2,4000,245,123,12,0
162,1290,1201,89,0,0,12,6000,964,174,12,0
1443,235,0,235,616,4,6,1800,831,483,12,0
366,1167,1167,0,200,3,16,2500,471,207,12,0
911,3727,2537,1190,0,0,74,3000,5125,238,12,0
3,285,0,285,0,0,9,1500,306,32,10,0
89,356,356,0,0,0,27,1600,350,168,12,0
3805,466,232,234,2407,13,9,4500,949,1462,12,0
1467,230,30,200,0,0,7,1500,416,7328,12,0
676,125,0,125,0,0,5,1000,341,204,11,0
1624,0,0,0,353,11,0,1700,730,420,12,0
269,4572,2727,1845,2936,40,38,4000,6555,170,12,1
34,133,0,133,0,0,6,1500,153,153,12,0
226,2567,0,2567,0,0,41,5000,2649,165,12,1
403,150,0,150,0,0,3,450,229,189,11,0
0,269,0,269,0,0,9,1500,209,,12,0
1521,1405,828,577,0,0,26,10500,471,476,12,0
3016,587,101,485,1727,7,31,3400,1473,1091,12,0
2530,56,0,56,0,0,3,3500,1042,585,12,0
396,991,707,284,209,5,24,1400,959,186,12,0
7,78,0,78,0,0,7,5000,64,75,12,1
1641,0,0,0,709,12,0,1900,494,547,12,0
2613,0,0,0,1696,18,0,3000,710,733,12,0
951,336,0,336,0,0,6,1000,763,727,12,0
2283,2735,1646,1089,4304,23,24,9500,8123,512,12,0
510,458,0,458,0,0,24,4000,158,228,12,0
148,0,0,0,2200,2,0,1200,2764,62,10,1
2847,0,0,0,3800,16,0,4000,4870,1078,12,0
1095,503,0,503,445,21,21,1000,1109,1194,12,0
1259,0,0,0,4354,21,0,3000,4229,369,12,0
88,660,86,574,0,0,29,4000,1071,150,12,0
3211,0,0,0,4465,45,0,6500,6926,978,12,0
304,0,0,0,869,2,0,1000,359,211,12,0
2982,120,120,0,1085,12,1,6500,871,654,12,0
493,1181,1181,0,0,0,4,1500,948,203,12,0
41,440,0,440,0,0,11,1000,446,148,12,1
39,220,220,0,0,0,1,3000,427,98,12,0
1937,659,80,579,0,0,17,2000,758,1336,12,0
781,1370,1370,0,0,0,21,2500,1392,191,12,0
1323,0,0,0,762,11,0,1500,1036,313,11,0
1841,0,0,0,514,10,0,2000,573,678,12,0
2372,448,289,158,5515,16,17,8500,459,674,11,0
470,105,105,0,391,3,2,700,240,396,12,0
309,680,680,0,0,0,2,2500,1262,184,12,0
1176,154,154,0,37,1,2,4000,1909,426,12,0
1854,1014,576,438,1243,5,15,2000,654,1524,12,0
1257,499,499,0,1353,10,8,3000,685,309,12,0
1768,0,0,0,273,3,0,2000,515,434,12,0
4996,0,0,0,5808,13,0,6000,1084,1438,12,0
81,555,316,239,0,0,13,1000,580,150,12,0
1154,295,295,0,0,0,4,1200,429,964,12,0
6262,1456,76,1380,5426,16,8,10500,6934,1823,12,0
167,1477,0,1477,1435,1,49,2500,2861,130,12,1
916,634,317,317,0,0,20,4000,255,234,12,0
5270,0,0,0,663,2,0,6500,1306,1271,12,0
189,500,0,500,0,0,24,3000,522,172,12,0
1457,0,0,0,237,7,0,1500,536,509,12,0
1140,0,0,0,1030,1,0,1200,301,452,12,0
232,2123,0,2123,425,1,7,7500,2813,2400,12,0
1625,1815,855,960,1825,6,24,3000,1281,392,12,0
3841,0,0,0,5559,20,0,5500,4609,905,12,0
280,1366,336,1030,0,0,37,5000,1340,175,12,0
675,56,56,0,419,13,3,800,430,387,12,0
3215,1150,730,420,5157,42,20,6500,2171,954,12,0
162,908,908,0,339,2,8,1120,1224,75,6,1
2323,0,0,0,4751,2,0,6000,3538,512,9,0
11,385,0,385,0,0,5,2500,416,70,12,0
443,0,0,0,858,5,0,1200,275,157,9,0
2512,109,109,0,317,13,2,8000,457,735,10,0
1054,0,0,0,239,3,0,1200,323,362,12,0
876,500,0,500,183,1,4,1200,510,318,12,0
150,1800,0,1800,0,0,9,5000,2021,167,12,1
1180,30,30,0,39,2,4,1200,264,352,12,0
740,329,0,329,1154,6,13,1000,2407,517,12,0
2342,1791,1244,547,3091,19,22,5500,1410,594,12,0
290,551,0,551,0,0,17,4000,580,455,12,0
1174,0,0,0,166,1,0,2500,253,284,12,0
19,187,0,187,0,0,7,3000,297,147,12,1
366,1170,1170,0,0,0,9,1500,877,527,12,0
365,0,0,0,555,4,0,500,219,154,10,0
743,1610,1212,398,0,0,10,3500,275,348,10,0
17,2768,496,2272,0,0,36,3000,1323,14,12,0
8,82,0,82,0,0,1,4000,896,118,12,1
4530,1751,643,1107,26269,10,36,8500,25204,1367,12,0
240,481,481,0,461,6,4,1200,140,174,12,0
746,0,0,0,1222,6,0,5000,1169,243,12,0
0,226,0,226,0,0,7,2500,0,,12,0
2347,0,0,0,1480,4,0,3000,572,741,12,0
2271,273,0,273,1120,2,14,2500,765,989,12,0
28,324,0,324,0,0,5,1500,355,84,12,0
26,124,124,0,0,0,1,1000,309,221,12,0
27,374,0,374,0,0,12,7000,381,160,12,1
322,2522,2181,341,0,0,18,9000,1898,199,9,0
1151,108,0,108,0,0,4,1000,98,9449,12,0
826,2242,1942,300,0,0,45,2500,2579,252,12,0
564,1007,942,66,0,0,11,2000,507,198,12,0
120,654,654,0,0,0,8,2500,1327,196,12,0
33,350,0,350,0,0,6,3000,422,178,12,1
134,2460,0,2460,0,0,24,2500,3602,132,12,1
532,3263,1187,2076,0,0,17,4500,2683,177,10,0
799,907,450,457,731,2,29,1000,1591,1228,12,0
857,637,484,153,2225,11,7,3000,443,301,12,0
6681,2968,2968,0,7709,2,26,9000,3035,3143,6,0
35,0,0,0,18,1,0,1500,1133,147,12,0
26,399,111,287,0,0,4,2500,821,133,12,1
6257,0,0,0,2046,14,0,6500,1574,2135,12,0
561,11577,10975,602,876,6,97,5500,12149,188,12,1
919,1002,1002,0,196,4,18,2000,174,2541,8,0
3140,859,0,859,1361,21,31,9000,8656,4234,12,0
1106,0,0,0,639,5,0,2500,365,264,12,0
611,519,0,519,0,0,76,600,670,861,12,0
1205,1247,0,1247,0,0,41,1000,1314,2813,12,0
600,352,105,247,445,13,10,800,786,378,12,0
33,337,0,337,0,0,18,2500,398,156,12,1
36,361,361,0,0,0,9,1500,626,155,11,1
674,2200,304,1896,0,0,32,3000,2377,172,12,0
1457,54,0,54,0,0,7,1500,331,527,12,0
1254,0,0,0,264,1,0,1500,684,441,12,0
5,324,0,324,0,0,17,1500,220,27,12,0
706,170,170,0,1407,14,3,2500,303,143,9,0
3611,0,0,0,2792,8,0,4500,810,945,12,0
95,133,17,117,437,1,6,2500,469,161,12,0
1243,18,18,0,0,0,1,4000,590,473,12,0
9,316,0,316,0,0,24,2000,391,90,12,1
170,974,974,0,0,0,1,2000,28,41,6,0
1398,0,0,0,869,2,0,2000,544,406,12,0
1185,0,0,0,1652,21,0,3000,342,367,12,0
979,905,545,360,0,0,20,4000,392,315,12,0
284,46,46,0,0,0,1,1000,166,252,12,0
6,108,0,108,0,0,5,4500,0,,12,0
29,208,0,208,0,0,10,3000,254,170,12,0
678,0,0,0,1361,2,0,1500,1516,144,8,0
725,1535,431,1103,1364,26,18,1700,1810,284,12,0
60,309,289,20,0,0,8,2000,675,426,12,0
43,93,0,93,0,0,6,5000,157,96,12,0
284,213,0,213,0,0,15,1500,1203,150,12,0
1570,376,376,0,38,2,6,1700,530,1003,12,0
2130,1044,836,208,0,0,26,6000,598,423,10,0
539,241,129,112,0,0,14,500,340,570,12,0
32,394,0,394,0,0,6,1500,779,154,12,1
209,1521,657,864,0,0,24,3500,1771,193,12,0
683,706,706,0,0,0,13,1500,1848,717,12,0
457,1273,1273,0,0,0,1,2500,2633,149,12,0
13,0,0,0,138,1,0,1500,151,19,8,0
763,1215,993,222,400,4,14,1500,1579,314,12,0
69,368,0,368,0,0,32,2500,153,143,12,0
27,135,0,135,0,0,7,1500,94,113,8,1
52,658,658,0,0,0,2,4000,1609,150,12,0
1144,1373,688,685,1101,4,30,4000,1705,375,12,0
400,740,410,330,0,0,33,1200,1380,421,12,0
71,2068,0,2068,0,0,27,2500,1985,60,12,0
42,313,0,313,0,0,8,2000,428,190,12,1
528,0,0,0,2101,7,0,3000,1399,167,12,0
1610,0,0,0,136,2,0,1700,278,705,12,0
442,671,0,671,778,1,13,3000,63,211,12,0
1075,0,0,0,134,6,0,1200,586,262,12,0
25,0,0,0,399,1,0,500,757,132,11,1
55,533,0,533,0,0,8,2500,548,136,10,1
735,0,0,0,428,5,0,1200,1596,179,12,0
2480,5812,5143,670,639,3,27,10500,4586,680,12,0
113,1437,1437,0,0,0,17,2000,1469,128,12,1
4,48,0,48,0,0,4,1500,141,110,12,1
2761,0,0,0,4279,11,0,7500,998,751,10,0
785,641,641,0,913,1,12,1800,1658,288,12,0
4072,0,0,0,1541,3,0,5000,1529,1157,12,0
3616,2459,30,2429,0,0,194,5500,2203,922,12,0
2972,6513,4695,1819,0,0,41,5000,4960,1274,12,0
677,0,0,0,1149,8,0,1200,127,126,6,0
1884,32,0,32,493,14,2,2000,901,548,12,0
115,387,0,387,0,0,12,2500,981,122,12,0
201,1688,0,1688,0,0,12,4000,1641,174,12,1
300,3473,1264,2210,0,0,32,7500,3019,184,12,0
147,0,0,0,614,2,0,1200,217,173,12,0
2422,0,0,0,4046,7,0,5000,335,442,6,0
1728,674,0,674,0,0,12,1700,727,1752,12,0
1035,704,0,704,0,0,33,3400,274,273,12,0
15,392,0,392,0,0,10,1500,442,158,12,1
842,497,0,497,0,0,12,1000,255,468,12,0
1810,267,0,267,0,0,24,2500,78,13917,12,0
399,2871,894,1976,0,0,109,2500,3064,188,12,0
193,1337,1337,0,92,1,13,10000,2068,99,8,1
1244,222,0,222,1324,5,26,1700,2269,554,12,0
135,777,0,777,0,0,47,3000,601,174,12,0
20,300,0,300,0,0,16,2700,327,133,12,1
745,154,0,154,0,0,11,1700,500,191,12,0
274,420,0,420,0,0,24,2500,666,185,12,0
0,443,0,443,0,0,12,3000,0,,12,0
367,568,568,0,0,0,8,600,484,210,12,0
475,415,415,0,762,3,2,7000,3965,177,12,0
1865,412,412,0,0,0,2,2000,597,667,12,0
1618,3031,1616,1415,0,0,52,3200,2514,371,11,0
37,561,0,561,0,0,6,3000,892,167,12,1
444,26,26,0,647,16,4,1200,1219,201,12,0
18,159,0,159,0,0,2,4000,135,62,12,0
1515,928,834,94,0,0,31,4500,2798,470,11,0
63,545,0,545,0,0,11,4000,521,157,12,0
4136,0,0,0,3168,22,0,4500,1360,1435,12,0
130,672,0,672,0,0,8,1500,775,161,12,0
228,510,217,293,0,0,23,5000,552,182,12,0
277,1588,500,1088,0,0,18,2500,1317,217,12,0
21,393,0,393,0,0,8,4000,324,109,12,1
1463,2400,2114,287,0,0,34,1700,2894,757,12,0
328,2739,2409,330,0,0,31,1000,2340,365,12,1
12,101,101,0,0,0,2,1200,165,168,12,0
6105,249,0,249,8554,49,2,9000,1825,2173,12,0
1224,135,0,135,0,0,12,1200,329,678,12,0
659,459,0,459,0,0,11,1500,65,2884,12,0
4228,11995,11995,0,497,2,8,13450,509,1726,12,0
385,549,291,258,0,0,9,1000,570,611,12,0
142,1110,1110,0,379,1,3,1200,0,,12,0
18,57,57,0,0,0,1,1500,118,54,6,0
1150,1283,319,965,47,1,27,3500,2431,420,12,0
159,714,714,0,0,0,2,3000,1121,96,12,0
4925,195,195,0,2746,8,4,9000,5149,1826,12,0
62,1194,0,1194,0,0,20,3778,1775,101,12,0
1669,0,0,0,254,4,0,1800,572,494,12,0
24,837,0,837,0,0,12,3500,776,3,12,0
61,378,78,300,0,0,24,2700,347,177,12,0
623,343,222,122,1898,11,13,1500,964,555,12,0
677,119,0,119,182,1,5,700,505,641,12,0
3,57,0,57,0,0,3,3000,129,42,12,0
808,242,0,242,0,0,6,1000,1610,504,12,0
1100,0,0,0,73,2,0,1200,323,309,12,0
2369,0,0,0,1236,2,0,3500,3429,404,10,0
2,15,0,15,0,0,1,5000,190,118,12,0
2365,0,0,0,1294,17,0,2500,817,994,12,0
1129,130,130,0,372,1,1,4200,768,293,12,0
806,0,0,0,917,1,0,3000,505,258,12,0
26,269,0,269,0,0,6,1500,458,146,12,1
531,486,152,333,474,1,3,2500,1657,147,12,0
1578,177,0,177,0,0,5,1400,0,,12,0
1371,209,149,60,73,2,5,1500,448,1970,12,0
484,0,0,0,851,10,0,1000,591,185,12,0
49,258,0,258,0,0,6,1500,197,82,6,1
709,0,0,0,1241,4,0,1000,1243,403,12,0
1768,450,395,55,0,0,10,3000,665,438,12,0
475,126,126,0,453,2,1,1200,477,186,11,0
75,623,384,239,0,0,19,4500,580,163,12,1
19,309,0,309,0,0,14,1500,273,122,9,1
981,0,0,0,645,5,0,1200,570,252,12,0
104,1271,1271,0,0,0,8,2000,1359,147,12,1
2383,95,95,0,2437,4,3,2500,145,16416,12,0
199,0,0,0,1365,1,0,2500,0,,8,0
145,95,38,57,0,0,4,1500,175,162,12,0
43,133,133,0,0,0,1,3000,189,97,7,0
1273,449,0,449,0,0,12,1200,476,4224,12,0
34,3421,3009,413,270,2,28,3500,3977,45,12,1
22,89,89,0,0,0,1,2500,194,97,12,0
1224,2066,629,1437,0,0,46,1500,639,962,12,0
1442,0,0,0,2465,5,0,3000,3207,481,12,0
1071,652,652,0,40,1,43,1200,259,3521,12,0
594,1037,967,70,0,0,17,2500,198,260,12,0
26,449,449,0,0,0,4,5000,1086,132,12,1
1439,185,185,0,0,0,2,1500,300,4793,12,0
544,0,0,0,45,1,0,3000,594,261,12,0
37,0,0,0,4262,2,0,2500,22099,173,12,0
9221,1420,778,643,9817,29,77,12500,4257,4696,12,0
6632,74,74,0,4619,10,1,9000,1652,1517,11,0
39,1067,339,728,205,1,49,3500,1341,102,12,1
2,0,0,0,439,1,0,1200,1767,87,11,0
38,800,0,800,0,0,12,2500,554,86,12,0
579,994,105,889,2579,31,12,2500,2369,114,12,0
1326,1085,688,397,3331,9,16,3000,4135,406,12,0
744,159,159,0,0,0,3,800,250,185,8,0
0,181,54,127,0,0,7,2700,221,,12,0
42,822,502,320,110,1,11,4000,969,132,12,0
987,0,0,0,1139,2,0,1200,140,232,7,0
12,188,0,188,0,0,9,1000,262,161,12,1
11,112,112,0,0,0,1,3000,636,89,12,0
0,300,0,300,0,0,1,4000,5229,81,12,0
523,787,583,204,1088,4,3,1000,1603,224,12,0
650,555,339,216,589,1,8,1000,352,611,12,0
2320,2118,2118,0,3286,14,14,5000,923,1312,9,0
106,2015,875,1140,0,0,24,3000,2140,138,12,1
281,0,0,0,296,3,0,1000,631,220,12,0
324,2075,1100,975,0,0,48,1500,1654,305,12,0
618,388,250,138,685,1,13,1200,1723,332,12,0
2076,1057,0,1057,0,0,8,2500,697,711,12,0
63,114,0,114,0,0,3,3000,185,137,12,0
0,0,0,0,97,2,0,7000,186,18,10,0
1013,0,0,0,791,11,0,1500,2532,448,12,0
7,53,53,0,0,0,1,1000,310,87,12,0
83,41,12,30,0,0,3,2700,157,163,12,0
853,46,46,0,0,0,1,1200,388,232,12,0
304,3128,0,3128,0,0,10,6000,3490,3240,12,1
16,159,0,159,0,0,11,2700,276,142,12,0
1088,0,0,0,1563,2,0,1500,3094,298,12,0
3255,1772,251,1521,1280,6,15,9000,4620,854,12,0
69,212,212,0,0,0,1,1400,435,134,12,0
1433,0,0,0,1191,4,0,2000,993,388,12,0
3279,473,216,256,6549,8,9,7000,1305,1297,8,0
69,423,243,180,0,0,10,1000,458,108,9,1
1563,880,817,63,0,0,8,2500,459,4258,12,0
413,0,0,0,1852,3,0,2500,3935,395,12,0
429,208,208,0,164,6,4,1200,975,194,12,0
2072,2090,0,2090,0,0,80,2500,1327,557,12,0
974,0,0,0,2062,21,0,1700,1789,533,11,0
625,0,0,0,951,8,0,1000,330,290,12,0
966,1,1,0,561,2,1,1200,752,262,12,0
83,472,0,472,0,0,23,1200,554,215,12,0
383,327,327,0,0,0,3,600,526,200,12,0
794,1479,1479,0,0,0,10,1200,724,474,12,0
51,1319,1319,0,0,0,18,3500,1324,126,12,1
1489,0,0,0,2909,24,0,3000,1968,439,11,0
93,720,720,0,0,0,16,1700,535,193,12,0
383,0,0,0,749,1,0,1200,567,197,11,0
403,960,92,868,373,5,59,500,1127,366,12,0
1271,0,0,0,1866,1,0,4000,2099,366,11,0
125,1007,0,1007,0,0,14,2500,1617,146,12,1
1060,340,49,291,0,0,7,2500,262,244,12,0
90,1099,1099,0,182,1,13,3000,1307,141,12,0
86,0,0,0,499,1,0,600,1528,147,12,0
2116,320,0,320,2033,17,10,3000,1260,754,12,0
193,2282,906,1376,0,0,45,3000,1782,184,12,1
83,907,0,907,0,0,25,3000,780,153,12,1
992,2020,2020,0,600,4,4,3400,1818,322,12,0
5482,0,0,0,4949,15,0,9000,1343,1666,12,0
1016,65,65,0,994,8,1,1200,75,290,7,0
205,1223,1223,0,0,0,5,3000,1145,121,7,0
1451,2764,1434,1329,0,0,98,2000,344,1340,7,0
1406,1839,256,1583,1685,4,27,1800,3603,1249,12,0
425,272,0,272,0,0,24,1700,65,746,12,0
74,46,46,0,0,0,1,2500,0,,12,0
25,390,45,345,0,0,11,1000,423,118,12,0
1110,0,0,0,646,7,0,1200,477,305,12,0
679,298,298,0,153,1,4,1000,456,216,12,0
270,959,753,206,0,0,26,1900,2063,216,12,0
256,2099,1798,300,0,0,22,3000,1910,156,11,0
795,330,330,0,0,0,1,2000,704,166,12,0
1644,0,0,0,830,3,0,2500,333,352,12,0
29,173,0,173,0,0,6,1000,230,133,12,0
976,785,785,0,347,3,6,3500,820,252,12,0
1006,710,710,0,5001,40,8,1500,5680,235,12,0
701,425,0,425,0,0,29,3000,149,214,12,0
8,670,0,670,0,0,16,2500,704,43,12,0
1374,268,0,268,39,2,9,1500,446,693,12,0
215,671,300,371,0,0,18,3000,367,185,12,0
109,3224,3224,0,0,0,39,1500,2753,124,12,1
7,54,54,0,0,0,1,2000,160,205,12,0
1737,616,0,616,0,0,11,1900,804,644,12,0
243,3520,0,3520,0,0,11,650,3815,3237,12,0
1372,800,0,800,0,0,10,1200,1191,2462,12,0
6389,5155,1622,3533,0,0,115,9500,6437,1824,12,0
255,2871,2655,216,0,0,54,7500,2461,194,11,1
16,121,0,121,0,0,5,5000,259,129,12,1
77,2322,1213,1109,0,0,22,1900,2071,89,12,0
849,345,0,345,102,1,24,1200,1465,269,12,0
525,91,49,42,0,0,4,4000,155,233,12,0
511,172,172,0,0,0,4,1200,959,243,12,0
486,0,0,0,1494,1,0,1500,2946,120,12,0
2292,4984,4066,918,0,0,33,6500,1150,625,12,0
146,530,240,290,38,1,26,800,363,188,12,0
287,2016,1602,414,0,0,14,1200,1525,192,12,0
22,185,0,185,0,0,3,1000,371,163,12,1
1109,0,0,0,75,1,0,1500,1690,283,12,0
109,1251,636,615,0,0,19,2700,959,188,12,0
233,2614,945,1668,0,0,39,6000,2255,428,12,1
2113,0,0,0,585,5,0,3500,540,746,12,0
1,344,0,344,169,1,10,4000,170,10,12,0
875,484,0,484,0,0,12,1000,873,194,12,0
844,0,0,0,1125,3,0,2500,536,237,12,0
87,698,0,698,0,0,15,3200,812,113,12,0
378,543,543,0,0,0,9,1000,568,176,12,0
2930,0,0,0,1319,11,0,3000,1153,3423,10,0
1102,1591,1591,0,448,2,10,3000,700,229,12,0
624,1345,1100,245,0,0,21,2200,1374,304,12,0
5,0,0,0,79,1,0,1000,78,15,12,0
2696,0,0,0,3101,15,0,3000,815,1012,12,0
1592,46,46,0,1465,1,1,5000,530,425,12,0
14,39,39,0,0,0,1,1000,53,163,12,0
1062,0,0,0,402,3,0,1200,584,267,10,0
1033,138,0,138,0,0,3,1000,424,708,12,0
803,20,20,0,0,0,1,2000,402,322,12,0
1552,417,105,312,0,0,14,2500,540,366,12,0
936,158,158,0,0,0,3,1700,161,444,12,0
1420,0,0,0,446,5,0,1500,662,773,12,0
14,176,0,176,0,0,7,1500,172,112,8,1
68,0,0,0,463,6,0,500,0,,8,0
3025,203,0,203,988,1,9,4500,3990,884,12,0
2514,0,0,0,6140,4,0,6000,560,742,12,0
543,1135,0,1135,2370,15,12,1000,2669,423,12,0
144,0,0,0,945,1,0,1000,542,366,12,0
2017,12024,11224,800,0,0,133,8000,11516,557,12,0
39,419,0,419,0,0,30,3000,655,110,12,0
2580,126,0,126,1377,10,3,3000,666,774,12,0
35,247,0,247,0,0,18,2500,194,163,12,0
29,149,149,0,0,0,1,1000,350,215,12,0
2765,391,370,21,76,2,6,3000,743,1093,12,0
28,169,0,169,0,0,5,1500,116,145,10,0
2064,0,0,0,3858,2,0,4000,5697,585,6,0
1616,674,484,189,624,12,18,2000,786,874,12,0
348,0,0,0,178,2,0,500,143,195,11,0
993,528,0,528,1677,2,12,2000,2998,373,12,0
5,368,0,368,0,0,11,1000,400,29,12,0
1362,1310,1107,203,814,9,53,1700,1668,586,12,0
1186,392,392,0,0,0,8,1200,488,928,12,0
2966,1473,0,1473,979,2,20,3500,1465,1562,12,0
1911,2754,40,2714,0,0,122,5000,613,689,12,0
1175,2707,2469,239,323,2,29,1700,2288,709,12,0
378,315,0,315,0,0,20,1500,206,202,12,0
1492,1777,0,1777,0,0,19,5000,1969,345,12,0
434,344,344,0,950,5,2,1700,505,169,12,0
12,76,76,0,0,0,1,4000,447,85,12,0
1,21,0,21,0,0,2,1500,168,99,12,0
12,187,0,187,0,0,12,2000,183,162,12,1
738,753,753,0,0,0,11,2500,1393,283,12,0
77,495,0,495,0,0,12,1500,417,207,12,0
1435,413,413,0,3005,6,10,3500,3717,331,12,0
1248,554,0,554,0,0,11,1200,1927,1248,12,0
88,698,478,220,0,0,31,5000,646,173,12,0
252,411,411,0,0,0,28,1000,459,188,12,0
1516,0,0,0,2818,1,0,6000,4162,298,7,0
3375,0,0,0,1155,7,0,4000,913,1284,12,0
1865,0,0,0,2087,3,0,2500,2710,460,12,0
2414,0,0,0,906,5,0,2500,627,771,12,0
411,1525,1154,371,0,0,51,900,626,237,12,0
97,3092,1457,1635,0,0,48,3000,3424,137,12,1
568,140,140,0,0,0,4,1200,203,204,12,0
2773,419,0,419,2260,14,31,3000,2027,1938,12,0
295,1880,0,1880,0,0,6,1000,1479,87,6,1
1619,0,0,0,4893,3,0,5000,369,404,11,0
197,0,0,0,351,2,0,1000,374,107,8,0
955,0,0,0,809,4,0,2000,229,398,12,0
45,401,0,401,0,0,11,1000,441,181,12,0
28,259,0,259,0,0,21,5000,247,163,12,1
7114,1072,1000,72,2088,7,9,10000,1838,2450,12,0
1007,431,0,431,688,2,21,4000,1527,286,12,0
2472,1591,1591,0,284,2,35,6500,814,622,12,0
733,0,0,0,1588,4,0,1500,582,200,7,0
1160,0,0,0,74,1,0,1200,193,391,11,0
1819,0,0,0,1567,11,0,2000,806,2755,12,0
91,810,0,810,0,0,44,2700,766,175,12,1
1819,0,0,0,197,4,0,2500,573,470,12,0
29,267,0,267,0,0,18,1500,224,139,10,1
8,92,0,92,0,0,2,1500,484,84,12,1
433,750,0,750,0,0,12,1500,720,196,12,0
46,632,0,632,0,0,2,4000,3746,119,12,1
2724,49,49,0,190,1,1,3000,559,1165,12,0
83,2299,568,1731,0,0,22,1000,2035,166,12,1
1008,640,0,640,0,0,32,1000,863,1028,12,0
1688,1938,928,1009,968,16,22,2500,745,964,11,0
608,0,0,0,27,1,0,1700,205,214,12,0
